"ID","Débitos","Fabricante","Modelo","Ano","Categoria","Couro","Combustivel","Volume_motor","Km","Cilindros","Tipo_cambio","Tração","Portas","Rodas","Cor","Airbags","Preco","Numero_proprietarios","Data_ultima_lavagem","Adesivos_personalizados","Radio_AM_FM","Historico_troca_oleo","Codigo_concessionaria","Classificacao_Veiculo","Faixa_Preco"
45726832,"642","SSANGYONG","Korando",2012,"SUV","Sim","Diesel","2","155255 km",4,"Automatico","Dianteira","4-5",18,"Laranja",4,23239,1,2022-08-05,"Sim","AM/FM",2,7106,"Usado","Médio"
45606387,"-","FORD","Fiesta",2010,"Hatchback","Nao","Gasolina","1.6","153600 km",4,"Automatico","Dianteira","4-5",15,"Vermelho",6,12544,2,2022-10-22,"Sim","AM",10,5506,"Usado","Econômico"
45801951,"528","HYUNDAI","Elantra",2014,"Sedan","Sim","Gasolina","1.6","164649 km",4,"Automatico","Dianteira","4-5",16,"Cinza",4,15624,5,2021-03-17,"Não","AM",2,1755,"Usado","Econômico"
45634894,"639","VOLKSWAGEN","Jetta",2014,"Sedan","Sim","DIESEL","2","82392 km",4,"Automatico","Dianteira","4-5",16,"Prata",12,1568,5,2022-07-26,"Sim","AM",0,8630,"Usado","Econômico"
45071414,"-","NISSAN","Note",2005,"Hatchback","Nao","Gasolina","1.5","117000 km",4,"Variator","Dianteira","4-5",28,"Branco",4,NA,1,2020-08-10,"Não","AM",5,8879,"Usado",NA
45546441,"779","MAZDA","CX-5",2013,"SUV","Nao","Gasolina","2.5","91000 km",4,"Tiptronic","4x4","4-5",25,"Prata",10,15053,1,2020-07-16,"Sim","FM",10,6298,"Usado","Econômico"
45567237,"528","NISSAN","Juke",2014,"SUV","Sim","Gasolina","1.6","158280 km",4,"Automatico","Dianteira","4-5",24,"Branco",0,784,4,2022-05-15,"Não","AM",9,3398,"Usado","Econômico"
45647919,"640","AUDI","Q5",2013,"SUV","Sim","Hibrido","2","261160 km",4,"Automatico","4x4","4-5",14,"Preto",0,20698,1,2021-04-18,"Sim","AM",1,9427,"Usado","Médio"
45809154,"1017","FORD","Taurus",2017,"Sedan","Sim","Gasolina","2","44534 km",4,"Automatico","Dianteira","4-5",23,"Preto",4,58495,3,2022-10-30,"Sim","AM/FM",5,4656,"Usado","Luxo"
45289853,"-","SUZUKI","Kizashi",2010,"Sedan","Nao","Gasolina","2.4","92000 km",4,"Manual","Dianteira","4-5",6,"Branco",6,15053,5,2020-06-19,"Sim","FM",4,7371,"Usado","Econômico"
45655393,"-","MERCEDES-BENZ","ML 350",2010,"SUV","Sim","Gasolina","3.5",NA,12,"Tiptronic","4x4","4-5",15,"Preto",12,31988,3,2021-04-22,"Sim","FM",1,9667,"Usado","Médio"
45629602,"765","SUBARU","XV",2015,"SUV","Sim","Gasol.","2","250005 km",4,"Automatico","4x4","4-5",8,"Preto",0,19444,4,2022-07-18,"Não","FM",7,5570,"Usado","Econômico"
45456022,"-","MERCEDES-BENZ","C 220",2006,"Sedan","Nao","DIESEL","2.2 Turbo","300000 km",4,"Automatico","Traseira","4-5",21,"Preto",12,17562,4,2020-12-27,"Sim","FM",2,4103,"Usado","Econômico"
45765162,"1053","MERCEDES-BENZ","E 350",2014,"Sedan","Sim","DIESEL","3.5","95987 km",6,"Automatico","4x4","4-5",17,"Preto",12,220,4,2020-07-18,"Sim","AM",0,8035,"Usado","Econômico"
45810199,"640","CHEVROLET","Malibu",2013,"Sedan","Sim","GASOLINA","2","106048 km",4,"Automatico","Dianteira","4-5",17,"Preto",4,24283,1,2022-05-02,"Não","AM",2,4101,"Usado","Médio"
45815123,"862","TOYOTA","Camry",2011,"Sedan","Sim","Gasol.","2.5","201578 km",4,"Automatico","Dianteira","4-5",17,"Cinza",12,188,3,2020-12-18,"Não","AM/FM",10,5672,"Usado","Econômico"
45591493,"-","TOYOTA","Highlander",2008,"SUV","Sim","Hibrido","3.3","215000 km",6,"Tiptronic","4x4","4-5",19,"Branco",12,NA,4,2022-06-28,"Sim","FM",1,7366,"Usado",NA
45802122,"707","HYUNDAI","H1",2011,"Microonibus","Sim","diesel","2","55622 km",4,"Automatico","Dianteira","4-5",11,"Prata",4,21805,4,2022-07-09,"Não","FM",8,5126,"Usado","Médio"
45796813,"1185","HYUNDAI","H1",2009,"Universal","Sim","DIESEL","2.5",NA,4,"Automatico","Dianteira","4-5",27,"Amarelo",4,16766,4,2022-12-28,"Sim","AM",5,4499,"Usado","Econômico"
45712377,"308","TOYOTA","Prius",2014,"Sedan","Nao","Hibrido","1.8","125000 km",4,"Automatico","Dianteira","4-5",16,"Branco",10,19444,2,2020-03-14,"Não","AM/FM",0,9542,"Usado","Econômico"
45808748,"779","FORD","Escape",2013,"SUV","Sim","Gasol.","2.5",NA,4,"Automatico","Dianteira","4-5",13,"Prata",12,1176,4,2022-12-19,"Sim","FM",4,6888,"Usado","Econômico"
44473612,"1528","FORD","Transit",2007,"Microonibus","Nao","Dies.","2.4",NA,4,"Manual","Traseira","4-5",32,"Branco",2,15681,5,2021-01-18,"Sim","AM/FM",0,4945,"Usado","Econômico"
45801985,"530","HYUNDAI","Elantra",2013,"Sedan","Sim","Gasolina","1.6","31691 km",4,"Automatico","Dianteira","4-5",25,"Branco",4,11917,5,2020-10-24,"Sim","FM",10,5898,"Usado","Econômico"
45804173,"-","TOYOTA","Land Cruiser Prado",2002,"SUV","Nao","diesel","3.0 Turbo","27000 km",4,"Manual","4x4","4-5",17,"Prata",4,26657,4,2020-11-10,"Não","AM/FM",5,4187,"Usado","Médio"
45786530,"-","MERCEDES-BENZ","A 140",2004,"Hatchback","Nao","gasolina","1.4","167000 km",4,"Automatico","Dianteira","4-5",23,"Azul ceu",4,8154,2,2021-05-21,"Sim","AM/FM",5,6425,"Usado","Econômico"
45756532,"-","RENAULT","Laguna",2002,"Hatchback","Sim","gasolina","2.9","25000 km",6,"Tiptronic","Dianteira","4-5",6,"Prata",6,NA,2,2021-04-13,"Sim","AM/FM",2,4243,"Usado",NA
45646714,"1172","LEXUS","RX 350",2011,"SUV","Sim","Gasolina","3.5","253174 km",6,"Automatico","4x4","4-5",17,"Prata",12,3450,2,2020-02-05,"Sim","AM",3,7968,"Usado","Econômico"
45801503,"880","HYUNDAI","Elantra",2018,"Sedan","Sim","GASOLINA","1.6","35798 km",4,"Automatico","Dianteira","4-5",30,"Branco",4,30931,5,2021-01-09,"Não","FM",10,8836,"Semi-novo","Médio"
45798237,"880","HYUNDAI","Elantra",2018,"Sedan","Sim","Gasol.","1.6","71551 km",4,"Automatico","Dianteira","4-5",7,"Cinza",4,36401,5,2020-03-11,"Sim","FM",8,1714,"Semi-novo","Médio"
45732376,"891","HYUNDAI","Santa FE",2016,"SUV","Sim","diesel","2","101671 km",4,"Automatico","Dianteira","4-5",14,"Branco",4,54393,4,2021-03-24,"Sim","AM",2,8932,"Usado","Luxo"
45728567,"971","SSANGYONG","REXTON",2016,"SUV","Sim","Diesel","2.2","115193 km",4,"Automatico","Dianteira","4-5",1,"Branco",4,44166,5,2020-07-03,"Sim","AM/FM",4,9351,"Usado","Médio"
45765903,"1053","MERCEDES-BENZ","E 350",2014,"Sedan","Sim","diesel","3.5","149486 km",6,"Automatico","4x4","4-5",31,"Prata",12,NA,1,2022-02-17,"Não","AM/FM",9,1668,"Usado",NA
45752505,"761","TOYOTA","Prius",2010,"Hatchback","Sim","Hibrido","1.8","128000 km",4,"Automatico","Dianteira","4-5",29,"Branco",4,15681,5,2021-03-13,"Sim","AM",10,7958,"Usado","Econômico"
45771037,"891","BMW","328",2016,"Sedan","Sim","GASOLINA","2.0 Turbo","32000 km",4,"Tiptronic","Traseira","4-5",32,"Branco",8,47042,5,2020-09-23,"Não","AM/FM",10,9594,"Usado","Médio"
45572081,"1266","HONDA","FIT",2014,"Hatchback","Nao","Hibrido","1.5","271225",3,"Automatico","Dianteira","4-5",4,"Prata",2,10349,2,2020-07-04,"Não","AM/FM",2,9678,"Usado","Econômico"
45776232,"-","LEXUS","HS 250h",2010,"Sedan","Sim","Gasolina","2.5","79000 km",4,"Automatico","Dianteira","4-5",15,"Cinza",8,23207,1,2020-11-11,"Sim","AM",7,3367,"Usado","Médio"
45772877,"586","LEXUS","CT 200h",2012,"Hatchback","Sim","Hibrido","1.8","192683 km",4,"Automatico","Dianteira","4-5",19,"Branco",0,627,3,2020-06-30,"Não","AM/FM",7,4900,"Usado","Econômico"
45793590,"-","DAIHATSU","YRV",2002,"Universal","Nao","Gasolina","1.3","120000 km",4,"Manual","Dianteira","4-5",4,"Branco",2,4077,4,2022-06-07,"Sim","AM",2,2178,"Usado","Econômico"
45755360,"-","MERCEDES-BENZ","E 200",2011,"Sedan","Nao","Gás Natural","2","11111 km",4,"Manual","Traseira","4-5",9,"Bege",0,200,2,2022-11-08,"Não","AM",9,2984,"Usado","Econômico"
45757584,"1091","NISSAN","Altima",2016,"Sedan","Sim","Gasolina","2.5","142469 km",4,"Automatico","Dianteira","4-5",10,"Cinza",12,2430,3,2022-08-01,"Sim","AM",6,4682,"Usado","Econômico"
45775282,"-","MITSUBISHI","Colt",2003,"Hatchback","Nao","Gasol.","1.3","0 km",4,"Automatico","Dianteira","4-5",7,"Azul",2,6115,5,2022-04-12,"Sim","AM/FM",10,1973,"Usado","Econômico"
45730156,"528","HYUNDAI","Elantra",2014,"Sedan","Sim","GASOLINA","1.6","120000 km",4,"Automatico","Dianteira","4-5",4,"Prata",4,25591,2,2020-07-31,"Sim","FM",0,5503,"Usado","Médio"
45771026,"2410","MERCEDES-BENZ","E 350",2010,"Sedan","Sim","gasolina","6.2","274771 km",8,"Automatico","Traseira","4-5",6,"Branco",12,314,3,2022-05-31,"Não","FM",10,6850,"Usado","Econômico"
45776480,"-","SUBARU","Forester",2000,"SUV","Nao","Gás Natural","2","200000 km",4,"Automatico","4x4","4-5",18,"Branco",4,6272,4,2021-11-28,"Sim","AM",4,9832,"Usado","Econômico"
45668239,"781","TOYOTA","Camry",2012,"Sedan","Sim","Gasolina","2.5",NA,4,"Tiptronic","Dianteira","4-5",32,"Preto",12,NA,4,2021-06-24,"Sim","FM",2,4718,"Usado",NA
45768364,"1869","CADILLAC","Allante",2019,"Sedan","Sim","GASOLINA","3.6","41198 km",6,"Automatico","4x4","4-5",13,"Prata",12,19130,2,2022-02-14,"Não","AM",10,1655,"Semi-novo","Econômico"
45815363,"-","TOYOTA","Ist",2002,"Hatchback","Nao","gasolina","1.5","117000 km",4,"Automatico","4x4","4-5",24,"Red",4,8781,3,2021-06-13,"Não","AM/FM",7,6611,"Usado","Econômico"
45785161,"1018","MITSUBISHI","Outlander",2011,"SUV","Sim","GASOLINA","3","123000 km",6,"Automatico","4x4","4-5",24,"Prata",8,20071,1,2021-11-05,"Não","AM/FM",2,5999,"Usado","Médio"
45806498,"1273","KIA","Sportage",2020,"Sedan","Sim","gasolina","2.4","17466 km",4,"Automatico","Dianteira","4-5",15,"Preto",12,8311,3,2022-11-07,"Não","AM",10,8755,"Semi-novo","Econômico"
45797709,"779","TOYOTA","Camry",2013,"Sedan","Sim","Hibrido","2.5","100000 km",4,"Tiptronic","Dianteira","4-5",23,"Branco",12,28225,1,2020-04-28,"Não","AM/FM",6,1381,"Usado","Médio"
45673809,"-","KIA","Optima",2012,"Sedan","Sim","Gasolina","2.4","102000 km",4,"Automatico","Dianteira","4-5",18,"Cinza",10,15681,4,2021-11-19,"Não","AM",8,9250,"Usado","Econômico"
45796609,"-","MERCEDES-BENZ","C 230",2006,"Sedan","Sim","Gasolina","2.5 Turbo","180833 km",6,"Tiptronic","Traseira","4-5",22,"Preto",8,14113,5,2020-12-21,"Não","FM",5,1373,"Usado","Econômico"
45806406,"1051","HYUNDAI","Sonata",2016,"Sedan","Sim","Gasolina","2.4","189104 km",4,"Automatico","Dianteira","4-5",15,"Prata",12,3293,5,2021-12-17,"Sim","AM/FM",3,6256,"Usado","Econômico"
45763592,"-","OPEL","Combo 2001",2001,"Vagao de carga","Nao","Diesel","1.7","236424 km",4,"Manual","Dianteira","2-3",13,"Branco",2,6500,5,2020-04-14,"Sim","FM",2,5727,"Usado","Econômico"
45766212,"1172","MERCEDES-BENZ","E 350",2011,"Sedan","Sim","Diesel","3.5","132630 km",6,"Automatico","Traseira","4-5",32,"Prata",12,314,5,2022-05-28,"Não","FM",8,2796,"Usado","Econômico"
45797149,"1091","HYUNDAI","H1",2016,"Minivan","Sim","DIESEL","2.5","104697 km",4,"Automatico","Dianteira","4-5",28,"Prata",4,41886,5,2022-08-07,"Não","AM/FM",8,5368,"Usado","Médio"
45800916,"-","MERCEDES-BENZ","S 500",2000,"Sedan","Sim","Gasolina","5","276396 km",8,"Tiptronic","Traseira","4-5",26,"Cinza",4,7840,4,2020-12-05,"Sim","AM",6,3479,"Usado","Econômico"
45770106,"1493","MERCEDES-BENZ","E 350",2016,"Sedan","Sim","diesel","3.5","77205 km",6,"Automatico","Traseira","4-5",25,"Cinza",12,1568,2,2021-04-08,"Sim","AM/FM",7,3691,"Usado","Econômico"
45808405,"1017","HYUNDAI","Elantra",2017,"Sedan","Sim","Gasolina","2","137997 km",4,"Automatico","Dianteira","4-5",11,"Azul",12,3293,5,2020-06-09,"Sim","AM/FM",6,3155,"Usado","Econômico"
45809175,"1172","FORD","Taurus",2011,"Sedan","Sim","Gasol.","3.5","75010 km",4,"Automatico","Dianteira","4-5",31,"Prata",4,23734,1,2021-10-13,"Não","FM",8,5459,"Usado","Médio"
45802745,"836","HYUNDAI","Santa FE",2010,"SUV","Sim","Diesel","2","229757 km",4,"Automatico","Dianteira","4-5",22,"Branco",4,12676,2,2022-03-30,"Não","AM",5,1375,"Usado","Econômico"
45785999,"777","FORD","Fusion",2014,"Sedan","Nao","Gasolina","2.5","92525 km",4,"Automatico","Dianteira","4-5",25,"Prata",12,17249,2,2020-08-22,"Não","AM",8,3452,"Usado","Econômico"
45765643,"1194","TOYOTA","Tacoma",2013,"SUV","Sim","gasolina","4","239342 km",6,"Automatico","4x4","4-5",26,"Prata",12,NA,1,2021-11-15,"Sim","AM",2,2612,"Usado",NA
45769137,"289","FORD","Escape",2008,"SUV","Sim","Hibrido","0.4",NA,4,"Automatico","Dianteira","4-5",32,"Azul",0,1333,4,2020-09-03,"Sim","AM",9,8794,"Usado","Econômico"
45709629,"3292","BMW","540 I",1995,"Sedan","Sim","gasolina","4","173000 km",8,"Manual","Traseira","4-5",31,"Preto",12,47042,2,2021-10-04,"Sim","AM/FM",8,4250,"Usado","Médio"
45809338,"765","CHEVROLET","Captiva",2015,"SUV","Sim","DIESEL","2","72645 km",4,"Automatico","Dianteira","4-5",24,"Prata",4,23436,2,2021-12-16,"Não","AM/FM",10,8891,"Usado","Médio"
45712544,"988","TOYOTA","Prius",2007,"Hatchback","Nao","Hibrido","1.5",NA,4,"Variator","Dianteira","4-5",11,"Red",8,9095,5,2020-06-17,"Não","AM/FM",5,8442,"Usado","Econômico"
45788711,"781","TOYOTA","Camry",2012,"Sedan","Sim","Gasol.","2.5","101000 km",4,"Tiptronic","Dianteira","4-5",30,"Preto",12,21012,5,2022-09-03,"Sim","AM",1,3243,"Usado","Médio"
45813516,"919","FORD","Escape",2012,"SUV","Sim","Gasol.","3","135000 km",4,"Automatico","4x4","4-5",20,"Branco",6,17876,1,2022-10-23,"Sim","AM",0,6835,"Usado","Econômico"
45779422,"777","TOYOTA","Camry",2014,"Sedan","Sim","Gasol.","2.5","74000 km",4,"Automatico","Dianteira","4-5",16,"Red",8,NA,2,2020-05-13,"Não","AM/FM",5,2050,"Usado",NA
45680165,"-","NISSAN","Note",2008,"Sedan","Nao","GASOLINA","1.5",NA,4,"Variator","Dianteira","4-5",12,"Dourado",0,7840,4,2020-10-04,"Sim","AM/FM",5,6595,"Usado","Econômico"
45804871,"7058","SUBARU","Legacy",2005,"Sedan","Sim","Gasolina","3","147000 km",6,"Tiptronic","4x4","4-5",1,"Preto",6,10349,5,2022-10-03,"Não","AM/FM",10,8100,"Usado","Econômico"
45773713,"1058","MERCEDES-BENZ","E 350",2012,"Sedan","Sim","Diesel","3.5","128202 km",6,"Automatico","Traseira","4-5",10,"Preto",12,4861,1,2022-08-12,"Não","FM",9,2244,"Usado","Econômico"
45796491,"-","HYUNDAI","Santa FE",2013,"SUV","Sim","GASOLINA","2.4","88000 km",4,"Tiptronic","4x4","4-5",6,"Cinza",4,42651,1,2020-03-30,"Sim","AM/FM",10,8459,"Usado","Médio"
45773143,"934","SUBARU","Forester",2015,"SUV","Sim","gasolina","2.5","93170 km",4,"Automatico","4x4","4-5",14,"Red",0,12858,5,2021-08-05,"Sim","AM",10,5649,"Usado","Econômico"
45816264,"1451","BMW","X6",2011,"SUV","Sim","GASOLINA","4.4","135800 km",8,"Automatico","4x4","4-5",11,"Preto",12,470,3,2022-10-11,"Sim","AM/FM",0,8964,"Usado","Econômico"
45772551,"1324","TOYOTA","Highlander",2010,"SUV","Sim","Hibrido","3.3","300366 km",6,"Automatico","4x4","4-5",15,"Azul",12,NA,2,2020-07-30,"Não","FM",4,2275,"Usado",NA
45813748,"779","TOYOTA","Camry",2013,"Sedan","Sim","Hibrido","2.5","131400 km",4,"Automatico","Dianteira","4-5",25,"Azul",12,14426,1,2021-07-28,"Sim","AM",2,3424,"Usado","Econômico"
45337197,"-","FIAT","500 Abarth",2013,"Cupê","Nao","Gasolina","1.4 Turbo","98000 km",4,"Manual","Dianteira","2-3",27,"Preto",6,19130,4,2022-10-28,"Sim","AM/FM",5,8551,"Usado","Econômico"
45745725,"-","TOYOTA","Prius",2009,"Hatchback","Nao","Hibrido","1.8","148000 km",4,"Automatico","Dianteira","4-5",19,"Cinza",12,16935,2,2021-05-29,"Não","AM",5,3600,"Usado","Econômico"
45816650,"697","TOYOTA","Auris",2015,"Hatchback","Nao","GASOLINA","1.8","78000 km",4,"Manual","Dianteira","4-5",5,"Prata",10,20698,4,2021-10-24,"Sim","FM",10,7982,"Usado","Médio"
45802646,"836","HYUNDAI","Santa FE",2010,"SUV","Sim","DIESEL","2","142427 km",4,"Automatico","Dianteira","4-5",10,"Prata",4,18500,2,2020-06-05,"Não","AM",5,7999,"Usado","Econômico"
45813440,"1578","BMW","650",2015,"Sedan","Sim","GASOLINA","4.4","60709 km",8,"Automatico","Traseira","4-5",13,"Branco",12,3136,1,2020-09-21,"Não","FM",1,8215,"Usado","Econômico"
45757903,"583","FORD","Fiesta",2011,"Hatchback","Sim","Gasolina","1.6","175198 km",4,"Automatico","Dianteira","4-5",2,"Verde",12,862,5,2022-03-03,"Sim","AM/FM",10,2749,"Usado","Econômico"
45799431,"-","OPEL","Astra",1998,"Hatchback","Nao","GASOLINA","1.6","20400 km",4,"Manual","Dianteira","2-3",25,"Preto",2,4000,3,2021-04-03,"Não","FM",3,6803,"Usado","Econômico"
45813236,"697","VOLKSWAGEN","Jetta",2015,"Sedan","Sim","GASOLINA","1.8","117006 km",4,"Automatico","Dianteira","4-5",29,"Branco",12,470,4,2022-06-08,"Não","FM",2,4853,"Usado","Econômico"
45323258,"-","HYUNDAI","Elantra",2012,"Sedan","Nao","Gasol.","1.8","121918 km",4,"Tiptronic","Dianteira","4-5",13,"Cinza",2,18189,2,2021-09-01,"Sim","AM/FM",3,2818,"Usado","Econômico"
45813404,"271","TOYOTA","Prius",2014,"Hatchback","Sim","Hibrido","1.5","0 km",4,"Automatico","Dianteira","4-5",14,"Branco",12,784,1,2020-06-13,"Não","AM",4,2124,"Usado","Econômico"
45813204,"1091","TOYOTA","Camry",2016,"Sedan","Sim","Gasolina","2.5",NA,4,"Automatico","Dianteira","4-5",8,"Prata",12,549,5,2020-04-06,"Não","FM",9,4106,"Usado","Econômico"
45793069,"627","CHEVROLET","Malibu",2014,"Sedan","Sim","Dies.","2","38714 km",4,"Automatico","Dianteira","4-5",18,"Marrom",4,15053,3,2022-08-31,"Sim","AM",7,5871,"Usado","Econômico"
45813960,"891","MERCEDES-BENZ","CLA 250",2016,"Sedan","Sim","Gasol.","2","50552 km",4,"Automatico","Dianteira","4-5",3,"Branco",12,549,4,2020-03-26,"Não","AM/FM",1,9077,"Usado","Econômico"
45699907,"-","BMW","320",2013,"Sedan","Sim","Gasol.","2.0 Turbo","150000 km",4,"Tiptronic","Traseira","4-5",9,"Preto",12,28300,5,2022-06-14,"Não","AM/FM",6,8550,"Usado","Médio"
45815156,"-","GAZ","24 10",1984,"Sedan","Nao","Gasolina","2.4","86632 km",4,"Manual","Traseira","4-5",6,"Branco",0,750,4,2021-05-15,"Sim","FM",6,1416,"Usado","Econômico"
45810719,"-","MITSUBISHI","L 200",1998,"Picape","Nao","diesel","2.5 Turbo","0 km",4,"Manual","4x4","4-5",18,"Azul",2,16935,2,2022-12-05,"Não","FM",4,3114,"Usado","Econômico"
45808863,"1156","FORD","Explorer",2017,"SUV","Sim","Gasolina","2.3","111416 km",4,"Automatico","Dianteira","4-5",24,"Branco",4,78917,5,2021-08-16,"Sim","FM",5,2682,"Usado","Luxo"
45797722,"531","HYUNDAI","Elantra",2012,"Sedan","Sim","Gasol.","1.6","79534 km",4,"Automatico","Dianteira","4-5",10,"Cinza",4,19416,4,2020-06-25,"Sim","AM",6,9721,"Usado","Econômico"
45802858,"891","HYUNDAI","Santa FE",2016,"SUV","Sim","Dies.","2","126465 km",4,"Automatico","Dianteira","4-5",11,"Cinza",4,49858,4,2020-05-15,"Não","AM/FM",4,4812,"Usado","Médio"
45802767,"639","HYUNDAI","Santa FE",2014,"SUV","Sim","DIESEL","2","51106 km",4,"Automatico","Dianteira","4-5",22,"Branco",4,27284,4,2020-09-28,"Sim","AM",10,1305,"Usado","Médio"
45801496,"730","HYUNDAI","Elantra",2016,"Sedan","Sim","Gasolina","1.6","87973 km",4,"Automatico","Dianteira","4-5",22,"Cinza",4,23129,3,2020-08-03,"Não","FM",7,6223,"Usado","Médio"
45031092,"-","PEUGEOT","206",2009,"Sedan","Nao","gasolina","1.4","130000 km",4,"Manual","Dianteira","4-5",18,"Prata",0,4704,3,2022-06-13,"Sim","AM/FM",0,6444,"Usado","Econômico"
45769004,"308","TOYOTA","Prius",2014,"SUV","Sim","Hibrido","1.8","187334 km",4,"Automatico","Dianteira","4-5",21,"Branco",12,188,4,2022-01-29,"Sim","AM",3,7412,"Usado","Econômico"
45435361,"707","AUDI","A4 premium plius",2011,"Sedan","Sim","gasolina","2.0 Turbo","181155 km",4,"Tiptronic","4x4","4-5",20,"Preto",8,19130,5,2020-12-29,"Não","AM",1,3661,"Usado","Econômico"
45797675,"-","MERCEDES-BENZ","C 300",2012,"Sedan","Sim","Gasolina","3","70000 km",6,"Tiptronic","4x4","4-5",2,"Red",12,NA,5,2020-07-18,"Sim","FM",10,2671,"Usado",NA
45760690,"-","TOYOTA","Land Cruiser Prado",2014,"SUV","Nao","diesel","3","120000 km",8,"Automatico","4x4","4-5",5,"Preto",12,83107,2,2022-08-26,"Sim","AM/FM",5,5500,"Usado","Luxo"
45802591,"765","HYUNDAI","Santa FE",2015,"SUV","Sim","diesel","2","148387 km",4,"Automatico","Dianteira","4-5",10,"Branco",4,37897,1,2020-07-02,"Sim","FM",1,2386,"Usado","Médio"
45788153,"-","MINI","Cooper",2006,"Cupê","Sim","GASOLINA","1.6","1200 km",4,"Tiptronic","Dianteira","2-3",27,"Roxo",2,10036,4,2021-12-16,"Não","AM",10,1295,"Usado","Econômico"
45809846,"639","CHEVROLET","Cruze",2014,"Sedan","Sim","DIESEL","2","135804 km",4,"Automatico","Dianteira","4-5",11,"Cinza",4,17939,3,2020-07-24,"Sim","FM",0,6707,"Usado","Econômico"
45660968,"919","BMW","X5",2012,"SUV","Sim","diesel","3","296395 km",6,"Automatico","4x4","4-5",10,"Cinza",0,157,1,2021-02-10,"Sim","FM",7,7705,"Usado","Econômico"
45802927,"911","HYUNDAI","Santa FE",2010,"SUV","Sim","Dies.","2.2","112483 km",4,"Automatico","Dianteira","4-5",3,"Prata",4,13736,2,2021-07-05,"Não","FM",1,8217,"Usado","Econômico"
45811781,"934","MAZDA","Mazda 6",2015,"Sedan","Sim","gasolina","2.5","120342 km",4,"Automatico","Dianteira","4-5",21,"Branco",12,4704,5,2022-09-07,"Não","FM",5,7252,"Usado","Econômico"
45773506,"-","SUZUKI","Swift",2005,"Sedan","Nao","Gasolina","1.3","200000 km",4,"Manual","Dianteira","4-5",10,"Cinza",2,800,5,2020-03-11,"Sim","FM",9,9611,"Usado","Econômico"
45809431,"609","HONDA","FIT",2016,"Hatchback","Sim","Gasolina","1.3","70000 km",4,"Automatico","Dianteira","4-5",26,"Prata",4,NA,4,2022-07-12,"Não","AM/FM",0,7166,"Usado",NA
45800413,"843","TOYOTA","Prius",2008,"Hatchback","Nao","Hibrido","1.5","217600 km",4,"Automatico","Dianteira","4-5",23,"Azul",8,12858,5,2020-06-03,"Não","AM/FM",1,2926,"Usado","Econômico"
45728000,"986","LEXUS","HS 250h",2010,"Sedan","Sim","Hibrido","2.4","224062 km",4,"Automatico","Dianteira","4-5",18,"Preto",12,94,5,2021-02-17,"Sim","AM",2,9629,"Usado","Econômico"
44312220,"1268","HONDA","Fred",2012,"Minivan","Nao","Gasolina","1.5","100000 km",4,"Automatico","Dianteira","4-5",9,"Preto",2,8500,1,2020-09-07,"Sim","AM",10,7781,"Usado","Econômico"
45654371,"753","HYUNDAI","Sonata",2012,"Sedan","Sim","Hibrido","2.4","226814 km",4,"Automatico","Dianteira","4-5",21,"Preto",0,282,5,2022-08-20,"Sim","AM/FM",0,2443,"Usado","Econômico"
45691177,"-","OPEL","Vectra",1996,"Sedan","Nao","Gasol.","1.6","157000 km",4,"Manual","Dianteira","4-5",30,"Azul",0,4547,1,2020-10-19,"Sim","FM",5,6306,"Usado","Econômico"
45801053,"-","TOYOTA","Altezza",2003,"Sedan","Nao","Gasolina","2",NA,6,"Automatico","Traseira","4-5",16,"Azul",4,8781,4,2021-03-14,"Sim","AM/FM",3,2754,"Usado","Econômico"
45797803,"1051","HYUNDAI","Sonata",2016,"Sedan","Nao","Gasol.","2.4",NA,4,"Tiptronic","Dianteira","4-5",24,"Azul",0,19444,1,2021-03-14,"Sim","FM",5,1621,"Usado","Econômico"
45748912,"830","HONDA","FIT",2019,"Hatchback","Nao","Gasol.","1.5","1500 km",4,"Automatico","Dianteira","4-5",30,"Amarelo",6,27284,4,2021-03-03,"Sim","FM",1,3467,"Semi-novo","Médio"
45533841,"-","NISSAN","Tiida",2007,"Sedan","Nao","GASOLINA","1.6",NA,4,"Manual","Dianteira","4-5",11,"Bege",6,10349,2,2021-03-19,"Sim","AM/FM",6,8197,"Usado","Econômico"
45789969,"706","KIA","Sportage",2011,"SUV","Sim","Diesel","2","58499 km",4,"Automatico","Dianteira","4-5",30,"Preto",4,17249,5,2020-02-04,"Não","AM",2,2978,"Usado","Econômico"
45756884,"481","FORD","Fusion",2017,"Sedan","Sim","Hibrido","2","89758 km",4,"Automatico","Dianteira","4-5",7,"Branco",0,392,5,2021-03-15,"Sim","AM/FM",7,1275,"Usado","Econômico"
45689832,"874","MITSUBISHI","Mirage",2013,"Hatchback","Nao","GASOLINA","1","40000 km",3,"Automatico","Dianteira","4-5",24,"Azul",6,5802,1,2020-02-21,"Não","FM",6,3439,"Usado","Econômico"
45779042,"-","MERCEDES-BENZ","Vito",1999,"Minivan","Sim","Gás Natural","2.8","280000 km",6,"Automatico","Traseira","4-5",29,"Cinza",4,7840,4,2021-06-20,"Não","AM",2,8439,"Usado","Econômico"
45806555,"-","BMW","X5",2004,"SUV","Sim","Gás Natural","3","250000 km",6,"Tiptronic","4x4","4-5",32,"Preto",6,10349,3,2020-04-17,"Não","FM",6,4523,"Usado","Econômico"
