ID,Débitos,Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tração,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios,Data_ultima_lavagem,Adesivos_personalizados,Radio_AM_FM,Historico_troca_oleo,Codigo_concessionaria,Classificacao_Veiculo,Faixa_Preco,Dias_desde_lavagem
45732791,836,HYUNDAI,Sonata,2010,Sedan,Sim,Gasolina,2.0,144500.0,4,Automatico,Dianteira,4-5,28,Branco,4,17035.0,2,2021-05-13,Sim,AM/FM,1,4901,Usado,Econômico,1815
45801855,687,HYUNDAI,Elantra,2010,Sedan,Sim,Gasolina,1.6,118698.0,4,Automatico,Dianteira,4-5,7,Prata,4,11864.0,1,2021-01-16,Não,AM,9,2400,Usado,Econômico,1932
45437467,0,TOYOTA,RAV 4,2015,SUV,Nao,Gasolina,2.5,7520.0,8,Automatico,Dianteira,4-5,6,Branco,8,42337.0,2,2022-01-20,Não,FM,6,2437,Usado,Médio,1563
39981079,0,MERCEDES-BENZ,Sprinter,2008,Microonibus,Nao,Diesel,2.2,190000.0,4,Tiptronic,Traseira,4-5,11,Prata,2,45473.0,2,2021-12-02,Sim,AM,3,7828,Usado,Médio,1612
45742149,0,HONDA,FIT,2007,Hatchback,Nao,Gasolina,1.3,0.0,4,Automatico,Dianteira,4-5,20,Prata,4,,3,2020-01-26,Sim,AM,4,9735,Usado,,2288
45768786,475,FIAT,500,2012,Hatchback,Sim,Gasolina,1.4,157317.0,4,Automatico,Dianteira,4-5,10,Red,12,3293.0,4,2021-01-15,Sim,AM,10,8667,Usado,Econômico,1933
45813806,0,VOLVO,C30 2010,2010,Cupê,Sim,Gasolina,2.5,160000.0,5,Manual,Dianteira,2-3,7,Preto,6,15367.0,3,2022-06-27,Não,AM/FM,1,4626,Usado,Econômico,1405
45770084,1750,TOYOTA,Highlander,2008,Cupê,Sim,Híbrido,3.3,182024.0,6,Automatico,4x4,4-5,26,Preto,12,470.0,2,2022-08-31,Sim,AM/FM,8,8853,Usado,Econômico,1340
45655778,1850,LEXUS,RX 400,2008,SUV,Sim,Híbrido,3.5,364523.0,6,Automatico,4x4,4-5,28,Preto,12,941.0,4,2021-07-12,Sim,AM/FM,4,7495,Usado,Econômico,1755
44804314,781,TOYOTA,Camry,2012,Sedan,Sim,Gasolina,2.5,162000.0,4,Tiptronic,Dianteira,4-5,4,Preto,10,20385.0,4,2020-06-06,Sim,FM,1,7869,Usado,Médio,2156
45759309,0,TOYOTA,Camry,2012,Sedan,Sim,Gasolina,2.5,304000.0,4,Tiptronic,Dianteira,4-5,10,Vermelho,12,22580.0,5,2022-07-03,Não,FM,2,5635,Usado,Médio,1399
45698031,0,NISSAN,Micra,1998,Cupê,Nao,Gasolina,1.0,130000.0,4,Manual,Dianteira,2-3,12,Prata,2,4077.0,5,2021-01-11,Não,AM/FM,3,2999,Usado,Econômico,1937
45773253,259,CHEVROLET,Volt,2014,Hatchback,Sim,Híbrido,1.4,110958.0,4,Automatico,Dianteira,4-5,18,Preto,0,220.0,5,2022-01-13,Não,FM,10,6160,Usado,Econômico,1570
45776188,0,HONDA,FIT,2002,Hatchback,Nao,Gasolina,1.3,178000.0,4,Variator,Dianteira,4-5,19,Branco,2,7840.0,5,2022-01-13,Não,FM,7,7256,Usado,Econômico,1570
45770150,1514,LEXUS,GX 470,2011,Sedan,Sim,Gasolina,4.6,202048.0,8,Automatico,4x4,4-5,7,Branco,0,392.0,4,2022-04-23,Não,AM/FM,10,6598,Usado,Econômico,1470
45612642,986,HYUNDAI,Sonata,2010,Sedan,Nao,Gasolina,2.4,90000.0,4,Automatico,Dianteira,4-5,28,Red,16,13799.0,1,2022-06-02,Não,AM,1,3487,Usado,Econômico,1430
45800776,0,MERCEDES-BENZ,C 180,1998,Universal,Nao,Gás Natural,1.8,333000.0,4,Manual,Traseira,4-5,17,Preto,6,7524.0,4,2021-02-27,Sim,AM,8,6567,Usado,Econômico,1890
45801764,583,HYUNDAI,Elantra,2011,Sedan,Sim,Gasolina,1.6,104090.0,4,Automatico,Dianteira,4-5,24,Branco,4,16894.0,1,2022-01-26,Não,AM,10,6162,Usado,Econômico,1557
45802594,765,HYUNDAI,Santa FE,2015,SUV,Sim,Diesel,2.0,146844.0,4,Automatico,Dianteira,4-5,14,Azul,4,36567.0,2,2020-09-11,Sim,AM,10,6420,Usado,Médio,2059
45681024,629,NISSAN,Juke,2015,SUV,Sim,Gasolina,1.6,113000.0,4,Tiptronic,4x4,4-5,20,Red,8,25089.0,5,2020-07-19,Sim,AM,3,4072,Usado,Médio,2113
45767614,585,HYUNDAI,Elantra,2013,Sedan,Nao,Gasolina,1.8,120000.0,4,Automatico,Dianteira,4-5,19,Azul,14,15681.0,3,2020-02-01,Sim,FM,1,6255,Usado,Econômico,2282
45801469,583,HYUNDAI,Accent,2011,Hatchback,Sim,Diesel,1.6,,4,Automatico,Dianteira,4-5,8,Prata,4,8154.0,3,2021-08-30,Sim,AM/FM,2,8727,Usado,Econômico,1706
45771952,0,BMW,X5 XDRIVE,2010,SUV,Sim,Diesel,3.0,162000.0,6,Automatico,4x4,4-5,27,Branco,12,36065.0,2,2020-12-15,Não,AM,7,7562,Usado,Médio,1964
45757744,586,LEXUS,CT 200h,2012,Hatchback,Sim,Híbrido,1.8,174106.0,4,Automatico,Dianteira,4-5,15,Branco,0,1490.0,5,2022-07-16,Não,AM,3,8698,Usado,Econômico,1386
45781930,0,HYUNDAI,Veloster,2011,Hatchback,Sim,Gasolina,1.6,65600.0,4,Tiptronic,Dianteira,2-3,20,Prata,4,18503.0,1,2021-06-22,Não,AM/FM,3,6637,Usado,Econômico,1775
45646626,1292,AUDI,Q5,2016,SUV,Sim,Gasolina,3.0,448982.0,6,Automatico,4x4,4-5,32,Preto,0,941.0,2,2021-11-09,Não,AM,3,9807,Usado,Econômico,1635
45791521,0,TOYOTA,Prius,2013,Hatchback,Sim,Gasolina,1.8,,4,Automatico,Dianteira,4-5,19,Prata,12,,3,2022-06-02,Não,FM,10,8216,Usado,,1430
44875797,0,BMW,535 i,2007,Sedan,Sim,Gasolina,3.0,247000.0,6,Tiptronic,Traseira,4-5,13,Cinza,8,17876.0,5,2021-02-03,Não,FM,5,9187,Usado,Econômico,1914
43642589,784,MINI,Cooper,2017,Cupê,Sim,Gasolina,1.5,26751.0,3,Automatico,Dianteira,2-3,23,Verde,8,21482.0,4,2020-11-28,Sim,AM/FM,0,7219,Usado,Médio,1981
45801599,5679,TOYOTA,Estima,1997,Minivan,Nao,Gasolina,2.4,230000.0,4,Automatico,4x4,4-5,1,Prata,2,3150.0,1,2021-02-07,Não,FM,8,6365,Usado,Econômico,1910
45766300,834,TOYOTA,Tacoma,2013,SUV,Sim,Gasolina,2.7,397915.0,4,Automatico,Traseira,4-5,24,Branco,12,27284.0,4,2021-11-07,Sim,FM,1,8494,Usado,Médio,1637
45797008,1138,HYUNDAI,Genesis,2013,Cupê,Sim,Gasolina,3.8,116482.0,4,Automatico,Dianteira,4-5,4,Preto,4,47408.0,3,2020-05-27,Não,FM,7,4118,Usado,Médio,2166
45769500,1399,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,3.5,229904.0,6,Automatico,4x4,4-5,24,Preto,12,470.0,1,2022-01-14,Sim,AM,5,5166,Usado,Econômico,1569
45794476,0,TOYOTA,Prius,2013,Hatchback,Nao,Híbrido,1.8,77000.0,4,Automatico,Dianteira,4-5,6,Azul,10,21012.0,1,2021-04-28,Sim,AM,10,3186,Usado,Médio,1830
45762255,259,CHEVROLET,Volt,2014,Hatchback,Sim,Híbrido,1.4,112123.0,4,Automatico,Dianteira,4-5,3,Prata,0,6586.0,4,2020-05-10,Sim,FM,9,3951,Usado,Econômico,2183
45789427,0,MERCEDES-BENZ,C 200 7G-TRONIC,2014,Sedan,Sim,Gasolina,2.0,,4,Tiptronic,Traseira,4-5,27,Branco,12,84675.0,5,2020-03-10,Sim,AM/FM,4,2972,Usado,Luxo,2244
45782197,0,TOYOTA,Prius,2010,Sedan,Nao,Híbrido,1.8,180000.0,4,Variator,Dianteira,4-5,2,Preto,8,15994.0,3,2021-06-13,Sim,AM,0,7012,Usado,Econômico,1784
44110192,0,TOYOTA,Aqua,2013,Hatchback,Nao,Híbrido,1.5,,4,Automatico,Dianteira,4-5,15,Prata,4,14113.0,3,2022-09-06,Não,FM,0,5360,Usado,Econômico,1334
45776665,0,MITSUBISHI,Pajero,1997,SUV,Nao,Diesel,2.8,155000.0,4,Tiptronic,4x4,2-3,18,Prata,2,18503.0,4,2021-01-25,Sim,AM/FM,3,5752,Usado,Econômico,1923
45809924,583,CHEVROLET,Cruze,2011,Sedan,Sim,Gasolina,1.6,154148.0,4,Automatico,Dianteira,4-5,25,Preto,4,13626.0,3,2021-04-08,Sim,FM,6,6570,Usado,Econômico,1850
45767790,1058,TOYOTA,Highlander,2012,SUV,Sim,Gasolina,3.5,285186.0,6,Automatico,Dianteira,4-5,23,Cinza,12,9565.0,2,2022-10-19,Sim,AM,5,2346,Usado,Econômico,1291
45631248,640,SUBARU,XV,2013,Sedan,Sim,Gasolina,2.0,105523.0,4,Automatico,4x4,4-5,2,Azul,0,5645.0,3,2022-04-29,Sim,AM/FM,9,7895,Usado,Econômico,1464
45769895,1234,MAZDA,CX-9,2011,Sedan,Sim,Gasolina,3.7,134157.0,6,Automatico,4x4,4-5,8,Preto,12,549.0,1,2022-04-12,Não,FM,8,4711,Usado,Econômico,1481
45757118,474,CHEVROLET,Volt,2013,Hatchback,Sim,Híbrido,1.4,150517.0,4,Automatico,Dianteira,4-5,30,Preto,0,4547.0,5,2020-05-26,Sim,AM/FM,7,2078,Usado,Econômico,2167
45766829,781,FORD,Fusion,2012,Sedan,Sim,Gasolina,2.5,216035.0,4,Automatico,Dianteira,4-5,27,Cinza,12,188.0,4,2021-10-23,Sim,AM,6,4745,Usado,Econômico,1652
45802207,1091,HYUNDAI,H1,2016,Minivan,Sim,Diesel,2.5,119098.0,4,Automatico,Dianteira,4-5,17,Prata,4,36899.0,2,2020-03-03,Sim,AM/FM,5,9710,Usado,Médio,2251
45640923,917,BMW,X5,2013,SUV,Sim,Diesel,3.0,,6,Automatico,4x4,4-5,13,Preto,0,1019.0,1,2021-04-08,Sim,AM,5,1931,Usado,Econômico,1850
45776285,707,AUDI,A4,2011,Sedan,Sim,Gasolina,2.0,190000.0,4,Tiptronic,4x4,4-5,9,Cinza,12,15681.0,5,2022-05-26,Sim,AM,10,3915,Usado,Econômico,1437
45762114,0,TOYOTA,Vitz,2012,Sedan,Nao,Gasolina,1.0,106000.0,3,Automatico,Dianteira,4-5,21,Branco,10,12544.0,4,2021-09-02,Não,FM,4,2577,Usado,Econômico,1703
45396813,779,TOYOTA,RAV 4,2013,SUV,Nao,Gasolina,2.5,,4,Automatico,4x4,4-5,26,Prata,0,27911.0,4,2020-11-25,Não,AM/FM,3,3390,Usado,Médio,1984
45789827,779,VOLKSWAGEN,Jetta,2013,Sedan,Nao,Gasolina,2.5,154000.0,6,Tiptronic,Dianteira,4-5,31,Preto,6,14113.0,3,2022-06-14,Sim,AM/FM,5,3447,Usado,Econômico,1418
45813650,0,OPEL,Astra g,2000,Hatchback,Nao,Gasolina,1.6,258000.0,4,Manual,Dianteira,4-5,3,Preto,4,8000.0,2,2020-11-19,Sim,FM,10,8490,Usado,Econômico,1990
45801168,0,MERCEDES-BENZ,C 220,1999,Sedan,Nao,Diesel,2.2,319990.0,4,Manual,Traseira,4-5,20,Prata,2,,3,2020-11-14,Não,AM,10,8750,Usado,,1995
45811319,1481,BMW,X5,2017,SUV,Sim,Diesel,3.0,98726.0,6,Automatico,4x4,4-5,16,Branco,12,14269.0,1,2022-02-02,Sim,FM,10,8604,Usado,Econômico,1550
45812763,1327,TOYOTA,Camry,2018,Sedan,Sim,Gasolina,2.5,60915.0,4,Automatico,Dianteira,4-5,1,Branco,12,220.0,4,2022-06-21,Não,AM/FM,6,2199,Semi-novo,Econômico,1411
45798729,0,VOLKSWAGEN,Passat,1999,Sedan,Sim,Gás Natural,1.8,0.0,4,Manual,Dianteira,4-5,8,Preto,2,5200.0,3,2022-09-26,Sim,AM/FM,1,3146,Usado,Econômico,1314
45804409,1325,MERCEDES-BENZ,X 250,2019,Picape,Sim,Diesel,2.5,102.0,4,Automatico,4x4,4-5,3,Prata,12,116036.0,4,2021-04-09,Não,AM,7,8635,Semi-novo,Muito Luxo,1849
45749268,0,TOYOTA,Corolla,2001,Sedan,Nao,Gasolina,1.5,138000.0,4,Automatico,Dianteira,4-5,20,Prata,2,6586.0,2,2020-08-12,Sim,AM,2,5171,Usado,Econômico,2089
45418057,0,HONDA,FIT,2005,Hatchback,Nao,Gasolina,1.3,156000.0,4,Automatico,Dianteira,4-5,10,Prata,4,10349.0,5,2022-07-26,Não,FM,7,8134,Usado,Econômico,1376
45762493,0,BMW,528,2011,Sedan,Sim,Gasolina,3.0,125000.0,6,Tiptronic,Traseira,4-5,32,Prata,16,26657.0,1,2021-05-24,Sim,FM,4,7317,Usado,Médio,1804
45779593,0,სხვა,IVECO DAYLY,2007,Microonibus,Nao,Diesel,2.3,328000.0,4,Manual,Traseira,4-5,6,Branco,1,25089.0,1,2020-10-21,Sim,AM/FM,0,7282,Usado,Médio,2019
45765640,1194,TOYOTA,Tacoma,2013,Sedan,Sim,Gasolina,4.0,57554.0,6,Automatico,4x4,4-5,1,Prata,12,19130.0,2,2021-09-15,Sim,FM,6,9075,Usado,Econômico,1690
45319704,0,MERCEDES-BENZ,ML 280 სასწრაფოდ,2007,SUV,Sim,Diesel,3.0,215000.0,6,Automatico,4x4,4-5,28,Prata,8,21500.0,4,2022-05-10,Sim,AM/FM,7,7278,Usado,Médio,1453
45646971,607,TOYOTA,Camry,2019,Sedan,Sim,Híbrido,2.5,9626.0,4,Automatico,Dianteira,4-5,8,Preto,12,3450.0,4,2020-01-21,Sim,AM,7,6860,Semi-novo,Econômico,2293
45661054,919,MERCEDES-BENZ,ML 350,2012,SUV,Sim,Diesel,3.0,271701.0,6,Automatico,4x4,4-5,23,Branco,12,26657.0,3,2021-02-01,Sim,AM/FM,9,6125,Usado,Médio,1916
45811124,1399,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,249112.0,6,Automatico,4x4,4-5,18,Cinza,0,14426.0,2,2022-08-15,Não,AM/FM,9,9408,Usado,Econômico,1356
45816271,1292,BMW,X6,2016,SUV,Sim,Gasolina,3.0,74674.0,6,Automatico,4x4,4-5,11,Branco,12,1254.0,3,2021-04-03,Não,FM,4,4628,Usado,Econômico,1855
45792216,0,BMW,640 GRAN-COUPE,2013,Sedan,Sim,Gasolina,3.0,71000.0,6,Tiptronic,Traseira,4-5,28,Branco,12,97219.0,1,2022-09-13,Não,AM,6,7976,Usado,Luxo,1327
45719366,0,LAND ROVER,Range Rover,2011,SUV,Sim,Diesel,3.6,175000.0,8,Tiptronic,4x4,4-5,4,Preto,12,61154.0,4,2021-07-04,Sim,AM,5,5465,Usado,Luxo,1763
45810959,400,CHEVROLET,Volt,2018,Sedan,Sim,Híbrido,1.5,70720.0,4,Automatico,Dianteira,4-5,21,Preto,12,18817.0,4,2021-02-18,Não,FM,4,6281,Semi-novo,Econômico,1899
45523509,1077,TOYOTA,CHR,2019,SUV,Sim,Gasolina,2.0,19834.0,4,Automatico,Dianteira,4-5,24,Prata,12,21012.0,4,2022-05-16,Sim,AM/FM,0,6681,Semi-novo,Médio,1447
45815884,1277,HYUNDAI,Santa FE,2018,Sedan,Sim,Gasolina,2.4,10990.0,4,Automatico,Dianteira,4-5,12,Preto,12,11290.0,2,2021-07-11,Não,FM,0,3249,Semi-novo,Econômico,1756
45771640,1024,NISSAN,Altima,2010,Sedan,Sim,Gasolina,2.5,238342.0,4,Automatico,Dianteira,4-5,8,Preto,12,627.0,1,2020-08-30,Não,AM,9,5570,Usado,Econômico,2071
45696181,777,TOYOTA,Camry SPORT,2014,Sedan,Sim,Gasolina,2.5,96000.0,4,Tiptronic,Dianteira,4-5,21,Cinza,10,24775.0,4,2020-05-07,Não,AM,8,2518,Usado,Médio,2186
45731019,1325,HYUNDAI,H1,2019,Microonibus,Sim,Diesel,2.5,21442.0,4,Automatico,Dianteira,4-5,19,Branco,4,83107.0,5,2022-11-03,Não,FM,0,1912,Semi-novo,Luxo,1276
45786759,0,BMW,X5 3.5,2014,SUV,Sim,Gasolina,3.0,196000.0,6,Tiptronic,4x4,4-5,4,Preto,12,70562.0,4,2020-09-12,Não,AM,3,6883,Usado,Luxo,2058
45764144,1646,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,2,Preto,0,,5,2021-11-17,Não,AM/FM,8,5846,Usado,,1627
45810079,1249,CHEVROLET,Impala,2017,Sedan,Sim,Gasolina,2.5,65496.0,4,Automatico,Dianteira,4-5,31,Preto,4,45445.0,1,2021-11-10,Não,AM,3,5631,Usado,Médio,1634
45813640,271,TOYOTA,Prius C,2014,Hatchback,Sim,Híbrido,1.5,,4,Automatico,Dianteira,4-5,15,Cinza,0,3136.0,1,2021-01-13,Sim,FM,8,6284,Usado,Econômico,1935
45583433,831,FORD,Transit,2011,Vagao de carga,Nao,Diesel,2.4,117277.0,4,Manual,Traseira,4-5,5,Branco,4,25716.0,2,2021-07-04,Não,AM,7,8812,Usado,Médio,1763
45664658,753,HYUNDAI,Sonata,2012,Sedan,Sim,Híbrido,2.4,93816.0,4,Automatico,Dianteira,4-5,24,Preto,0,282.0,4,2021-02-04,Não,AM/FM,0,2597,Usado,Econômico,1913
45798163,790,HYUNDAI,Elantra,2009,Sedan,Sim,Gasolina,1.6,186434.0,4,Automatico,Dianteira,4-5,28,Prata,4,11102.0,2,2022-03-28,Não,AM/FM,8,8322,Usado,Econômico,1496
45770009,891,MERCEDES-BENZ,GLA 250,2016,SUV,Sim,Gasolina,2.0,109555.0,4,Automatico,Dianteira,4-5,10,Branco,0,8311.0,5,2020-06-12,Sim,FM,6,5794,Usado,Econômico,2150
45769892,1234,MAZDA,CX-9,2011,Sedan,Sim,Gasolina,3.7,271904.0,6,Automatico,4x4,4-5,30,Prata,12,,3,2021-09-30,Sim,FM,1,1912,Usado,,1675
45802205,878,TOYOTA,Prius,2009,Hatchback,Nao,Híbrido,1.8,257000.0,4,Automatico,Dianteira,4-5,27,Dourado,6,13485.0,1,2022-08-13,Sim,FM,1,3684,Usado,Econômico,1358
45798305,583,HYUNDAI,Elantra,2011,Sedan,Sim,Gasolina,1.6,51211.0,4,Automatico,Dianteira,4-5,14,Preto,4,11604.0,5,2020-11-05,Não,AM/FM,0,8337,Usado,Econômico,2004
45816569,0,MITSUBISHI,Pajero IO,2000,SUV,Nao,Gasolina,2.0,15000.0,5,Automatico,4x4,4-5,19,Branco,4,12544.0,4,2021-04-11,Sim,AM,9,4592,Usado,Econômico,1847
44817082,0,SUBARU,Impreza,2011,Hatchback,Nao,Gasolina,2.0,128000.0,4,Variator,4x4,4-5,8,Prata,8,,5,2020-02-01,Não,AM/FM,2,8695,Usado,,2282
45780717,0,TOYOTA,Corolla,2014,Sedan,Sim,Gasolina,1.6,112000.0,4,Tiptronic,Dianteira,4-5,31,Branco,8,28852.0,4,2022-08-23,Não,AM/FM,10,8352,Usado,Médio,1348
45769166,0,MINI,Cooper,2008,Hatchback,Sim,Gasolina,1.6,180000.0,4,Automatico,Dianteira,2-3,25,Branco,8,,1,2022-01-06,Não,FM,8,2079,Usado,,1577
44127453,0,TOYOTA,Hilux,2010,Picape,Sim,Diesel,2.5,33200.0,4,Manual,4x4,4-5,17,Branco,4,1500.0,2,2020-03-16,Sim,AM,4,3860,Usado,Econômico,2238
45785964,0,VOLKSWAGEN,Golf,2000,Sedan,Nao,Gás Natural,1.6,187000.0,4,Manual,Dianteira,4-5,7,Prata,4,5959.0,1,2022-04-28,Não,FM,3,5978,Usado,Econômico,1465
45803027,833,HYUNDAI,Santa FE,2015,SUV,Sim,Diesel,2.2,150000.0,4,Automatico,Dianteira,4-5,18,Cinza,4,33908.0,4,2021-05-07,Não,FM,1,1510,Usado,Médio,1821
45780138,900,KIA,Optima,2015,Sedan,Nao,Gasolina,2.4,111746.0,4,Automatico,Dianteira,4-5,2,Branco,0,13172.0,2,2022-02-27,Não,FM,8,7209,Usado,Econômico,1525
45816566,1017,HYUNDAI,Elantra,2017,Sedan,Sim,Gasolina,2.0,87357.0,4,Automatico,Dianteira,4-5,25,Azul,12,549.0,1,2020-08-17,Não,AM/FM,1,2318,Usado,Econômico,2084
45646695,609,TOYOTA,Camry,2018,Sedan,Sim,Híbrido,2.5,127515.0,4,Automatico,Dianteira,4-5,17,Preto,12,9722.0,5,2020-02-10,Não,AM/FM,10,8244,Semi-novo,Econômico,2273
45799339,0,OPEL,Astra,2005,Hatchback,Nao,Diesel,1.7,179000.0,4,Manual,Dianteira,4-5,31,Prata,6,12544.0,1,2022-08-22,Não,AM/FM,3,8243,Usado,Econômico,1349
45788534,0,VAZ,2106,1988,Sedan,Nao,Gasolina,0.3,,4,Manual,Traseira,4-5,17,Amarelo,0,2500.0,2,2022-06-27,Não,AM/FM,9,3531,Usado,Econômico,1405
45767731,1172,TOYOTA,Highlander,2011,SUV,Sim,Híbrido,3.5,342622.0,6,Automatico,4x4,4-5,11,Preto,12,1568.0,2,2022-08-23,Não,AM,4,7863,Usado,Econômico,1348
45619285,1055,MERCEDES-BENZ,E 350,2013,Cupê,Sim,Diesel,3.5,0.0,6,Automatico,Traseira,2-3,2,Prata,12,627.0,1,2021-01-19,Sim,AM/FM,8,9821,Usado,Econômico,1929
45773695,779,TOYOTA,Camry,2013,SUV,Sim,Híbrido,2.5,493571.0,4,Automatico,Dianteira,4-5,19,Preto,12,392.0,1,2021-02-24,Sim,AM,9,9496,Usado,Econômico,1893
45774176,919,MERCEDES-BENZ,E 350,2012,Sedan,Sim,Diesel,3.0,171221.0,6,Automatico,Traseira,4-5,29,Preto,12,9565.0,1,2020-04-03,Não,AM/FM,5,4237,Usado,Econômico,2220
45809537,691,HONDA,FIT,2017,Hatchback,Sim,Gasolina,1.3,68415.0,4,Automatico,Dianteira,4-5,22,Preto,4,21285.0,4,2020-02-01,Sim,AM,8,5488,Usado,Médio,2282
45801544,843,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,188000.0,4,Variator,Dianteira,4-5,24,Dourado,7,11290.0,4,2020-08-30,Não,AM,10,8820,Usado,Econômico,2071
45770113,1053,MERCEDES-BENZ,E 350,2014,Sedan,Sim,Diesel,3.5,200179.0,6,Automatico,4x4,4-5,8,Preto,12,30734.0,4,2021-08-29,Sim,FM,8,3320,Usado,Médio,1707
45802493,583,HYUNDAI,I30,2011,Hatchback,Sim,Diesel,1.6,56581.0,4,Automatico,Dianteira,4-5,31,Preto,4,10381.0,3,2022-11-24,Sim,FM,9,2632,Usado,Econômico,1255
45066516,1236,HONDA,FIT,2011,Hatchback,Nao,Híbrido,1.3,121000.0,4,Variator,Dianteira,4-5,4,Branco,0,,5,2021-06-11,Não,AM,5,8400,Usado,,1786
45804993,0,MERCEDES-BENZ,320,2000,Cupê,Sim,Gasolina,3.2,320000.0,4,Automatico,Dianteira,2-3,10,Preto,4,4704.0,5,2022-11-01,Não,FM,1,5840,Usado,Econômico,1278
45643557,1018,BMW,328,2011,Sedan,Sim,Gasolina,3.0,135000.0,6,Tiptronic,4x4,4-5,29,Prata,12,16151.0,2,2020-09-16,Sim,AM,3,3377,Usado,Econômico,2054
45624986,915,BMW,X5,2014,SUV,Sim,Diesel,3.0,141384.0,6,Automatico,4x4,4-5,15,Azul,0,7056.0,2,2021-10-26,Sim,AM,6,9362,Usado,Econômico,1649
45792335,889,KIA,Optima,2016,Sedan,Sim,Gasolina,2.0,62876.0,4,Automatico,Dianteira,4-5,5,Branco,4,22580.0,5,2020-12-23,Sim,AM,4,6531,Usado,Médio,1956
45813491,586,TOYOTA,Prius,2012,Hatchback,Sim,Híbrido,1.8,0.0,4,Automatico,Dianteira,4-5,20,Azul,12,941.0,5,2022-11-10,Não,AM/FM,2,5377,Usado,Econômico,1269
45802813,1017,HYUNDAI,Santa FE,2017,SUV,Sim,Diesel,2.0,,4,Automatico,Dianteira,4-5,2,Prata,4,55528.0,3,2020-04-26,Não,FM,3,7059,Usado,Luxo,2197
45655195,690,LEXUS,RX 450,2016,SUV,Sim,Híbrido,3.5,27038.0,6,Automatico,4x4,4-5,23,Branco,12,392.0,3,2021-12-14,Não,AM,7,5434,Usado,Econômico,1600
45460793,0,FORD,Transit,1999,Microonibus,Nao,Diesel,2.5,270000.0,4,Manual,Traseira,2-3,24,Azul,2,9408.0,4,2020-03-07,Não,AM,2,8511,Usado,Econômico,2247
45769731,1058,TOYOTA,Highlander,2012,SUV,Sim,Gasolina,3.5,285186.0,6,Automatico,Dianteira,4-5,22,Cinza,12,9565.0,1,2021-10-30,Sim,FM,4,5558,Usado,Econômico,1645
45789863,749,KIA,Optima,2014,Sedan,Sim,Gasolina,2.4,89920.0,4,Tiptronic,Dianteira,4-5,20,Cinza,12,18503.0,1,2020-01-11,Não,AM,9,1764,Usado,Econômico,2303
45774204,0,MERCEDES-BENZ,ML 350,2012,SUV,Sim,Diesel,3.0,0.0,6,Tiptronic,4x4,4-5,14,Prata,12,59586.0,4,2020-09-17,Sim,AM/FM,3,6459,Usado,Luxo,2053
45753581,781,TOYOTA,Camry,2012,Sedan,Sim,Híbrido,2.5,107000.0,4,Automatico,Dianteira,4-5,32,Preto,12,25716.0,1,2021-12-26,Não,AM/FM,9,1898,Usado,Médio,1588
45772567,3268,GMC,Acadia,2007,Sedan,Sim,Gasolina,5.3,640171.0,8,Automatico,Dianteira,4-5,15,Preto,12,5331.0,2,2020-12-17,Não,AM/FM,9,6782,Usado,Econômico,1962
45596373,690,CHEVROLET,Cruze Premier,2016,Sedan,Sim,Gasolina,1.5,112879.0,4,Automatico,Dianteira,4-5,32,Preto,8,13485.0,2,2020-08-03,Sim,AM,6,4397,Usado,Econômico,2098
45744981,0,TOYOTA,Prius,2012,Hatchback,Nao,Híbrido,1.8,99000.0,4,Variator,Dianteira,4-5,18,Branco,10,22900.0,3,2021-06-02,Sim,AM/FM,5,8384,Usado,Médio,1795
45801491,583,HYUNDAI,Elantra,2011,Sedan,Sim,Gasolina,1.6,127500.0,4,Automatico,Dianteira,4-5,28,Branco,4,14454.0,5,2020-09-05,Sim,AM,4,9940,Usado,Econômico,2065
45758210,777,TOYOTA,Camry,2014,Sedan,Nao,Gasolina,2.5,58400.0,4,Tiptronic,Dianteira,4-5,29,Cinza,12,22894.0,1,2021-12-28,Não,AM/FM,7,7606,Usado,Médio,1586
45797030,777,HYUNDAI,H1,2014,Minivan,Sim,Diesel,2.5,164805.0,4,Automatico,Dianteira,4-5,24,Branco,4,31650.0,5,2022-11-11,Sim,FM,10,3383,Usado,Médio,1268
45794877,0,MERCEDES-BENZ,A 170,2006,Sedan,Nao,Gasolina,1.7,149000.0,4,Tiptronic,Dianteira,4-5,27,Vermelho,6,6899.0,4,2022-10-01,Sim,AM,10,1188,Usado,Econômico,1309
45807938,503,TOYOTA,Prius C,2012,Hatchback,Sim,Híbrido,1.5,130000.0,4,Automatico,Dianteira,4-5,26,Azul ceu,12,10663.0,3,2020-11-10,Sim,AM/FM,6,7345,Usado,Econômico,1999
45642587,875,TOYOTA,Vitz,2012,Hatchback,Nao,Gasolina,1.0,,3,Variator,Dianteira,4-5,13,Prata,2,8000.0,4,2022-04-21,Sim,AM,1,8992,Usado,Econômico,1472
